game_id,pfr_game_id,season,week,game_type,team,opponent,pfr_player_name,pfr_player_id,def_ints,def_targets,def_completions_allowed,def_completion_pct,def_yards_allowed,def_yards_allowed_per_cmp,def_yards_allowed_per_tgt,def_receiving_td_allowed,def_passer_rating_allowed,def_adot,def_air_yards_completed,def_yards_after_catch,def_times_blitzed,def_times_hurried,def_times_hitqb,def_sacks,def_pressures,def_tackles_combined,def_missed_tackles,def_missed_tackle_pct
2022_01_IND_HOU,202209110htx,2022,1,REG,IND,HOU,Yannick Ngakoue,NgakYa00,0,0,0,,,,,,,,,,0,1,0,0,1,2,0,0
2022_01_IND_HOU,202209110htx,2022,1,REG,IND,HOU,Tyquan Lewis,LewiTy00,0,0,0,,,,,,,,,,0,0,0,0,0,1,1,0.5
2022_01_NE_MIA,202209110mia,2022,1,REG,MIA,NE,Jerome Baker,BakeJe00,0,5,5,1,30,6,6,0,91.7,1.6,8,22,0,0,0,0,0,5,2,0.286
2022_01_NE_MIA,202209110mia,2022,1,REG,MIA,NE,Nik Needham,NeedNi00,0,5,4,0.8,79,19.8,15.8,0,118.7,22.4,72,7,0,0,0,0,0,4,0,0
2022_01_NE_MIA,202209110mia,2022,1,REG,MIA,NE,Brandon Jones,JoneBr06,0,6,3,0.5,39,13,6.5,0,70.8,7.3,5,34,3,1,0,1,2,11,1,0.083
2022_01_NE_MIA,202209110mia,2022,1,REG,MIA,NE,Kader Kohou,KohoKa00,0,4,2,0.5,14,7,3.5,0,58.3,10.3,11,3,0,0,0,0,0,3,0,0
2022_01_NE_MIA,202209110mia,2022,1,REG,MIA,NE,Andrew Van Ginkel,VanGAn00,0,2,2,1,14,7,7,0,95.8,0.5,1,13,0,0,0,0,0,1,1,0.5
2022_01_NE_MIA,202209110mia,2022,1,REG,MIA,NE,Jaelan Phillips,PhilJa02,0,1,1,1,6,6,6,1,131.2,3,3,3,0,0,0,0,0,1,2,0.667
2022_01_NE_MIA,202209110mia,2022,1,REG,MIA,NE,Duke Riley,RileDu00,0,2,1,0.5,11,11,5.5,0,66.7,15.5,8,3,0,0,0,0,0,4,0,0
2022_01_NE_MIA,202209110mia,2022,1,REG,MIA,NE,Elandon Roberts,RobeEl00,0,1,1,1,11,11,11,0,112.5,9,9,2,0,0,0,0,0,5,2,0.286
2022_01_NE_MIA,202209110mia,2022,1,REG,MIA,NE,Melvin Ingram,IngrMe00,0,1,1,1,-3,-3,-3,0,79.2,-3,-3,0,2,0,0,0,0,2,0,0
2022_01_NE_MIA,202209110mia,2022,1,REG,MIA,NE,Elijah Campbell,CampEl00,0,1,1,1,12,12,12,0,116.7,12,12,0,1,0,0,0,0,2,0,0
2022_01_NE_MIA,202209110mia,2022,1,REG,MIA,NE,Emmanuel Ogbah,OgbaEm00,0,0,0,,,,,,,,,,1,1,1,1,3,4,1,0.2
2022_01_NE_MIA,202209110mia,2022,1,REG,MIA,NE,Jevon Holland,HollJe02,1,0,0,,,,,,,,,,1,0,0,0,0,3,0,0
2022_01_NE_MIA,202209110mia,2022,1,REG,MIA,NE,Xavien Howard,HowaXa00,0,2,0,0,,,0,,39.6,12,,,1,0,0,0,0,2,0,0
2022_01_NE_MIA,202209110mia,2022,1,REG,MIA,NE,Keion Crossen,CrosKe00,0,0,0,,,,,,,,,,0,0,0,0,0,2,1,0.333
2022_01_NE_MIA,202209110mia,2022,1,REG,NE,MIA,Raekwon McMillan,McMiRa02,0,4,4,1,39,9.8,9.8,0,107.3,6.8,27,12,2,0,0,0,0,5,1,0.167
2022_01_NE_MIA,202209110mia,2022,1,REG,NE,MIA,Jonathan Jones,JoneJo03,0,6,4,0.667,50,12.5,8.3,0,92.4,6.8,21,29,0,0,0,0,0,4,1,0.2
2022_01_NE_MIA,202209110mia,2022,1,REG,NE,MIA,Jalen Mills,MillJa02,0,4,3,0.75,64,21.3,16,1,156.2,11.5,24,40,0,0,0,0,0,2,1,0.333
2022_01_NE_MIA,202209110mia,2022,1,REG,NE,MIA,Ja'Whaun Bentley,BentJa00,0,3,2,0.667,6,3,2,0,70.1,9.7,4,2,4,0,0,1,1,7,1,0.125
2022_01_NE_MIA,202209110mia,2022,1,REG,NE,MIA,Myles Bryant,BryaMy01,0,3,2,0.667,24,12,8,0,91,7.7,10,14,0,0,0,0,0,4,1,0.2
2022_01_NE_MIA,202209110mia,2022,1,REG,NE,MIA,Kyle Dugger,DuggKy00,0,2,2,1,7,3.5,3.5,0,81.2,3.5,7,0,2,0,0,0,0,6,2,0.25
2022_01_NE_MIA,202209110mia,2022,1,REG,NE,MIA,Adrian Phillips,PhilAd00,0,4,2,0.5,19,9.5,4.8,0,63.5,8,19,0,0,0,0,0,0,3,0,0
2022_01_NE_MIA,202209110mia,2022,1,REG,NE,MIA,Jahlani Tavai,TavaJa00,0,1,1,1,8,8,8,0,100,5,5,3,2,2,0,0,2,1,0,0
2022_01_NE_MIA,202209110mia,2022,1,REG,NE,MIA,Mack Wilson,WilsMa03,0,1,1,1,15,15,15,0,118.7,2,2,13,0,0,0,0,0,3,1,0.25
2022_01_NE_MIA,202209110mia,2022,1,REG,NE,MIA,Devin McCourty,McCoDe99,0,2,1,0.5,12,12,6,0,68.7,13.5,12,0,0,0,0,0,0,6,0,0
2022_01_NE_MIA,202209110mia,2022,1,REG,NE,MIA,Jack Jones,JoneJa10,0,1,1,1,26,26,26,0,118.7,21,21,5,0,0,0,0,0,0,1,1
2022_01_NE_MIA,202209110mia,2022,1,REG,NE,MIA,Matt Judon,JudoMa00,0,0,0,,,,,,,,,,4,1,3,1,5,5,0,0
2022_01_NE_MIA,202209110mia,2022,1,REG,NE,MIA,Deatrich Wise Jr.,WiseDe00,0,0,0,,,,,,,,,,0,1,1,1,3,3,0,0
2022_01_NE_MIA,202209110mia,2022,1,REG,NE,MIA,Josh Uche,UcheJo00,0,0,0,,,,,,,,,,1,2,0,0,2,1,0,0
2022_01_NE_MIA,202209110mia,2022,1,REG,NE,MIA,Marcus Jones,JoneMa06,0,0,0,,,,,,,,,,0,1,0,0,1,0,0,
2022_01_NE_MIA,202209110mia,2022,1,REG,NE,MIA,Davon Godchaux,GodcDa00,0,0,0,,,,,,,,,,0,1,0,0,1,2,0,0
2022_01_NE_MIA,202209110mia,2022,1,REG,NE,MIA,Jabrill Peppers,PeppJa00,0,0,0,,,,,,,,,,1,0,0,0,0,0,0,
2022_01_NE_MIA,202209110mia,2022,1,REG,NE,MIA,Lawrence Guy,GuyxLa00,0,0,0,,,,,,,,,,0,0,0,0,0,1,1,0.5
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,NYJ,BAL,C.J. Mosley,MoslC.00,0,5,5,1,35,7,7,0,95.8,4,20,15,2,0,0,0,0,11,0,0
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,NYJ,BAL,Michael Carter,CartMi02,0,9,4,0.444,21,5.3,2.3,0,51.6,6.7,16,5,1,0,0,0,0,4,0,0
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,NYJ,BAL,Jordan Whitehead,WhitJo03,0,5,3,0.6,34,11.3,6.8,1,120,5.4,21,13,0,0,0,0,0,5,0,0
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,NYJ,BAL,Quincy Williams,WillQu01,0,2,2,1,26,13,13,0,118.7,10,20,6,1,0,0,1,1,6,1,0.143
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,NYJ,BAL,Lamarcus Joyner,JoynLa00,0,3,2,0.667,70,35,23.3,1,149.3,28,48,22,0,0,0,0,0,1,0,0
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,NYJ,BAL,Kwon Alexander,AlexKw00,0,2,2,1,9,4.5,4.5,0,85.4,1.5,3,6,1,0,0,0,0,3,0,0
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,NYJ,BAL,D.J. Reed,ReedD.00,1,6,1,0.167,8,8,1.3,0,0,21.7,2,6,0,0,0,0,0,2,0,0
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,NYJ,BAL,Bryce Hall,HallBr02,0,1,1,1,25,25,25,1,158.3,25,25,0,0,0,0,0,0,0,0,
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,NYJ,BAL,Sauce Gardner,GardSa00,0,2,1,0.5,11,11,5.5,0,66.7,17,7,4,0,0,0,0,0,2,1,0.333
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,NYJ,BAL,Carl Lawson,LawsCa00,0,0,0,,,,,,,,,,0,0,2,0,2,2,0,0
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,NYJ,BAL,Jacob Martin,MartJa02,0,0,0,,,,,,,,,,0,0,0,0.5,1,3,1,0.25
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,NYJ,BAL,Jermaine Johnson II,JohnJe07,0,0,0,,,,,,,,,,0,0,0,0.5,1,2,0,0
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,NYJ,BAL,Dan Feeney,FeenDa00,0,0,0,,,,,,,,,,0,0,0,0,0,0,1,1
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,BAL,NYJ,Marcus Williams,WillMa06,1,10,9,0.9,109,12.1,10.9,0,72.5,10.6,92,17,2,0,0,0,0,12,0,0
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,BAL,NYJ,Chuck Clark,ClarCh00,0,7,7,1,54,7.7,7.7,0,98.8,3,21,33,0,0,0,0,0,8,1,0.111
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,BAL,NYJ,Patrick Queen,QueePa00,0,8,6,0.75,34,5.7,4.3,0,82.3,0.5,-4,38,9,0,2,0.5,3,9,0,0
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,BAL,NYJ,Marlon Humphrey,HumpMa00,0,10,6,0.6,51,8.5,5.1,0,73.3,4.9,20,31,1,0,1,0,1,7,0,0
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,BAL,NYJ,Brandon Stephens,StepBr01,0,9,3,0.333,20,6.7,2.2,1,79.4,5.3,14,6,0,0,0,0,0,2,1,0.333
2022_01_BAL_NYJ,202209110nyj,2022,1,REG,BAL,NYJ,Kyle Fuller,FullKy00,0,7,3,0.429,23,7.7,3.3,0,51.5,6.3,23,0,0,0,0,0,0,3,1,0.25
